date,spindx,SP500_next_period_return,SP500_cumulative_return
1957-03,44.11,0.036286674477786864,0.03628667447778677
1957-04,45.74,0.03628175129485515,0.0738849698713624
1957-05,47.43,-0.0012658229538299978,0.07252562162672604
1957-06,47.37,0.011335133959370355,0.08468284322272202
1957-07,47.91,-0.057784784045206906,0.02200467936955608
1957-08,45.22,-0.06391951771328733,-0.04332136683646881
1957-09,42.42,-0.03258553754574883,-0.07449525435663473
1957-10,41.06,0.015946218541783998,-0.059736953421147376
1957-11,41.72,-0.042351207273844664,-0.09955822859874508
1957-12,39.99,0.04187170594602888,-0.06185519552511032
1958-01,41.7,-0.020839135508290963,-0.08140532223196173
1958-02,40.84,0.03038574739187093,-0.05349313639778508
1958-03,42.1,0.03133293493734428,-0.023836298422787006
1958-04,43.44,0.014852323744166347,-0.009337999099658378
1958-05,44.09,0.025748651878073417,0.016170211890360164
1958-06,45.24,0.042200354490376256,0.0590529550546941
1958-07,47.19,0.011797061188443208,0.07154666756727601
1958-08,47.75,0.0472432190768889,0.12216998153426717
1958-09,50.06,0.02505309056858346,0.15028380771499084
1958-10,51.33,0.022156768063621834,0.1757703792498717
1958-11,52.48,0.050711951660119624,0.23539598988579158
1958-12,55.21,0.003796443138879105,0.24008610051539225
1959-01,55.42,-0.00018045655557418747,0.23986231884907783
1959-02,55.41,0.0005412720023895905,0.24053342160908864
1959-03,55.44,0.03804758663693324,0.2877327244437715
1959-04,57.59,0.01875001175619982,0.3118777281659355
1959-05,58.68,-0.0035851510872018867,0.3071744483025254
1959-06,58.47,0.03429483844665096,0.3520037848286508
1959-07,60.51,-0.015153066562925923,0.33151678148381447
1959-08,59.6,-0.046711788576318594,0.26931925110132227
1959-09,56.88,0.011188927917805822,0.2835215727065783
1959-10,57.52,0.01312626791421286,0.3003694207435965
1959-11,58.28,0.027250564949366958,0.3358052221017407
1959-12,59.89,-0.07414650507689843,0.23675993341942658
1960-01,55.61,0.009129214034787609,0.2480505795612622
1960-02,56.12,-0.013996280875480212,0.2305825131029169
1960-03,55.34,-0.017683443200950673,0.20882157712837834
1960-04,54.37,0.026498828164439877,0.24085393238217034
1960-05,55.83,0.019335413899382613,0.26484635675345625
1960-06,56.92,-0.025083588519581774,0.2331194712001603
1960-07,55.51,0.02578608240165035,0.264916791495607
1960-08,56.96,-0.06229385128374733,0.1861202529998649
1960-09,53.52,-0.0024319533078781693,0.18323566392704072
1960-10,53.39,0.039480019366558615,0.22994983085408305
1960-11,55.54,0.04523428420836065,0.28558573106496166
1960-12,58.11,0.061241921403421495,0.3643174713642021
1961-01,61.78,0.026514889836156925,0.400492198818968
1961-02,63.44,0.02521534371861296,0.4358060909874242
1961-03,65.06,0.003835242869360331,0.4413127560596679
1961-04,65.31,0.01895863259838744,0.4686380750611725
1961-05,66.56,-0.029270382300113224,0.4256504771436296
1961-06,64.64,0.032270684580794365,0.47165719401399064
1961-07,66.76,0.019432488666225607,0.5002551557572368
1961-08,68.07,-0.019881960544344664,0.4704271419440218
1961-09,66.73,0.02792941051478841,0.5114953052234634
1961-10,68.62,0.03859275556463589,0.5698280740750474
1961-11,71.32,0.003219713007520275,0.5748824699447173
1961-12,71.55,-0.03861153465912111,0.5140738408724044
1962-01,68.84,0.01613867880706258,0.5385089922804196
1962-02,69.96,-0.005877731780949367,0.5294660490812164
1962-03,69.55,-0.06397314061663878,0.43162130245496866
1962-04,65.24,-0.08991397461779842,0.30289854100373326
1962-05,59.63,-0.08538143443840437,0.19165519464513037
1962-06,54.75,0.0616233171524183,0.2650889406410739
1962-07,58.23,0.015168590790917837,0.284278557095774
1962-08,59.12,-0.04940774319475868,0.2208252519562508
1962-09,56.27,0.004433024371139099,0.22623720005107484
1962-10,56.52,0.09672460719713537,0.34484451155652995
1962-11,62.26,0.013401604533705418,0.36286758585973455
1962-12,63.1,0.04795969339579499,0.42823029741663476
1963-01,66.2,-0.029276364789367182,0.3864169062262388
1963-02,64.29,0.034849927459016675,0.43473343483617755
1963-03,66.57,0.04737998415571453,0.5027110822463896
1963-04,69.8,0.01422499093134726,0.5240871337637794
1963-05,70.8,-0.02040450330246404,0.4929888928096533
1963-06,69.37,-0.0034657074400364723,0.48781463009595094
1963-07,69.13,0.0475977719034556,0.558631291493882
1963-08,72.5,-0.01109581425505435,0.5413370081913504
1963-09,71.7,0.03170947160380036,0.5902119902844809
1963-10,74.01,-0.010595046136396625,0.5733636208807658
1963-11,73.23,0.0241495715807627,0.6113596782657937
1963-12,75.02,0.026570022836129054,0.6541735417145333
1964-01,77.04,0.009816663694475675,0.6704120070658446
1964-02,77.8,0.015053224674157468,0.6955570943066172
1964-03,78.98,0.006059094527949454,0.7058306350185564
1964-04,79.46,0.011387221838174219,0.7252553068778664
1964-05,80.37,0.016290623129150757,0.7533607908837812
1964-06,81.69,0.018075338960987862,0.7850533814999112
1964-07,83.18,-0.016363009775475404,0.7558445355686827
1964-08,81.83,0.028313438803134347,0.8055585323743244
1964-09,84.18,0.008045476431754194,0.8200851109926945
1964-10,84.86,-0.005198499419826128,0.810623399599165
1964-11,84.42,0.003901405906206958,0.8176873764242778
1964-12,84.75,0.032618526394102565,0.8769776600884001
1965-01,87.56,-0.0014857994618625412,0.8741888476911126
1965-02,87.43,-0.014632440344666634,0.8467648911826329
1965-03,86.16,0.03366552877649544,0.9089372077701634
1965-04,89.11,-0.007773373226531277,0.8940983263881535
1965-05,88.42,-0.0498538375635981,0.7996702560949156
1965-06,84.12,0.013343765329127103,0.8236846336620562
1965-07,85.25,0.022272118859858445,0.864301954585875
1965-08,87.17,0.031504892067630234,0.923036586446575
1965-09,89.96,0.026978278351005407,0.9749168027548978
1965-10,92.42,-0.008802969415003104,0.9575316705430705
1965-11,91.61,0.008911165249568977,0.9749755587405449
1965-12,92.43,0.004856736112949754,0.9845674938588731
1966-01,92.88,-0.01803416610608169,0.9487774740258921
